customer_unique_id,recommended_products
04e9d0d712ca6da77124d0ee12be1d6a,"['ac5e164e2eda939ffa46593f90077f9a', 'fe077ec80df6b4ee60bb4498d5ab1962', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd']"
04ecdc3e754a48294d832436960a3280,"['31fd02b02c33827cbde22902cf80338c', '113f80f12c8892f0c59206f70b862b40', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd']"
04f466d6234a805ba36301c1d054b343,"['53b36df67ebb7c41585e8d54d6772e08', '91c82ace62e0ca1b69b1a45bcc214b45', '1b474c650cb9407d32a1e066937b68fd', '0b6a32b32a7dc68b12e8a0e0805c44d5', 'bfc0d01be79d9038c7720f983bf954e0']"
04fc637963fe982dd25ac58e4f4770c1,"['af51d485dc5255ba2e18b21b550156e6', '54d9ac713e253fa1fae9c8003b011c2a', 'e934947ca6b64f5a6d864e21dca13b73', '7ac5f520abfc0589418bc7c76cea7a7c', '013ee64977aaa6b2b25475095162e0e9']"
053b7090271ed4dacbfe0afd6382bbab,"['c94d19d021d4a8fbae5a45f904aeea90', '73ae8d8ca7df19a982c92fc1265d9e46', 'f8ea5fcf9c628485e01b9c3cf52728c2', '58efb9b638561ce132216a9a612513e2', 'ffd4bf4306745865e5692f69bd237893']"
053ee39e5fff8053a860892cbd54d1ed,"['4025ee582ef6b8c478af3b44cf89054b', 'fe077ec80df6b4ee60bb4498d5ab1962', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd']"
05401081ef59ed0b257831b4c3b0d3fe,"['64fb265487de2238627ce43fe8a67efc', 'b0c2a004d315a5ba0b19584393ac478c', '3cc4b421c1f28dd22e86fc4aaafb600e', '18796df281656da4036dd926561a6030', '283dc451ad3918badb976d56ff887289']"
0570089e1e1b3cf57b7f7d545cb204aa,"['d6bbda35f0b8505c2f824f1d90295855', '8d98dedc3c19de17f1a090195e85d6b6', '14dffa241a078aeaebaef48a49e807ca', 'd41dc2f2979f52d75d78714b378d4068', '3c261802e239d1f2dcda5ed49aa14220']"
0577db0efc765dafeb6ff6ad59238c0e,"['f3dadecca4b876a315481c79b8adcf16', 'fe077ec80df6b4ee60bb4498d5ab1962', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd']"
058b604a0df6b29f03c540de254b197f,"['001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd', 'ff7c7524d5f9a8386ab27088ec03c1fb', 'ff55834c0b3272853dfe62340f2bb91b']"
059d1f5650f05d9fed9a6d941593f9b4,"['001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd', 'ff7c7524d5f9a8386ab27088ec03c1fb', 'ff55834c0b3272853dfe62340f2bb91b']"
05a021f89882d0c4df802f3c18897a34,"['7cfb84c1323fb861a17478de42b1839f', '8b45810da2ef9860496d56f62435fc40', '9a99bb9931fce41bda596488d0653c39', '0152f69b6cf919bcdaf117aa8c43e5a2', 'fe077ec80df6b4ee60bb4498d5ab1962']"
05edb10f73fe7d03959ff26540913b3a,"['001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd', 'ff7c7524d5f9a8386ab27088ec03c1fb', 'ff55834c0b3272853dfe62340f2bb91b']"
05fb25843c4048d1ce40611d11966278,"['e53e557d5a159f5aa2c5e995dfdf244b', 'fe6a9515d655fa7936b8a7c841039f34', 'fe077ec80df6b4ee60bb4498d5ab1962', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893']"
0621c2a5979d3e887ae519620cbe2926,"['d0a672bae47ae7c26b8e1e2ec152edcf', '70906e04da1eebf3d1b8791bd09ffe85', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd']"
063eef0d1ead8ee785783e95df82137e,"['e3af4b7c220aca1535b34416de24dfb7', 'fe077ec80df6b4ee60bb4498d5ab1962', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd']"
065938485846aa5adc196cb536de42e0,"['1d3f55c00acdb29bd959f2760abc8b7d', '0c9ff9d8ed9b9bdd825487b3a66e05f5', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd']"
065dcef61d5f66b30d2ee51b5343d023,"['001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd', 'ff7c7524d5f9a8386ab27088ec03c1fb', 'ff55834c0b3272853dfe62340f2bb91b']"
0697142614905a50813d854fa08b8eaf,"['b584de1994f604fa7dfd0b6b9c6c1b99', 'fe6a9515d655fa7936b8a7c841039f34', 'fe077ec80df6b4ee60bb4498d5ab1962', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893']"
06c0ea6ee892364d1608ee47aa9f56a0,"['d6bbda35f0b8505c2f824f1d90295855', '8d98dedc3c19de17f1a090195e85d6b6', '14dffa241a078aeaebaef48a49e807ca', 'd41dc2f2979f52d75d78714b378d4068', '3c261802e239d1f2dcda5ed49aa14220']"
06c18dc9dc7a01e3322f4e9245dac0ed,"['1427b126f61597524866770b05d4eed2', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd', 'ff7c7524d5f9a8386ab27088ec03c1fb']"
06d26e5230ac619719997a8cf435a69b,"['29fd9022374ff3fef2e8f82c39b4133e', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd', 'ff7c7524d5f9a8386ab27088ec03c1fb']"
06f289b98b5b10b7d7692548624cb616,"['7c1bd920dbdf22470b68bde975dd3ccf', '82c3ea364e5480f335f6743ee725a921', 'e67307ff0f15ade43fcb6e670be7a74c', '5ef5431386aa79c61253305b46525fbf', 'e1e932dfb67414e80b87ad97688cf2a3']"
070acf4df1234a6257809e4e79644481,"['001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893', 'ffc0b406806006602c5853b00ab5f7fd', 'ff7c7524d5f9a8386ab27088ec03c1fb', 'ff55834c0b3272853dfe62340f2bb91b']"
0718d96349a80323476a9d067f408814,"['cf5fb18f3ac3f373759295cc8ba3e2c3', '0bc5e6c957486577f11519bf36577b38', 'fe077ec80df6b4ee60bb4498d5ab1962', '001b72dfd63e9833e8c02742adf472e3', 'ffd4bf4306745865e5692f69bd237893']"
071bb277b0146da77fac31e70657815e,"['d7d5562fce331ad958ca6f57057b3526', '4da0329350218978429b287440f4b87a', '138dac44dc568cd36c6f1d1e5e181d5d', '00baba5b58e274d0332a0c8a0a66f877', 'ffc0b406806006602c5853b00ab5f7fd']"
071fb07419a29c8ba143831082e0320a,"['787268a8ccbecd1ae02d8001b61ca46d', '4328139cbe9adde0aac493ca9871eab3', 'cfb763496d9fc48751a27db4fd02aa2d', '06edb72f1e0c64b14c5b79353f7abea3', 'ffc0b406806006602c5853b00ab5f7fd']"
